TailNumber,Origin,Destination,TravelDate,TotalFlightTime,Revenue,FirstName,LastName,Passport
T2335,DFW,BOS,11-01-2021,7,97.8,Robert,Banner,U-49850866
T2335,DFW,IAH,05-09-2021,1,209.13,Jay,Singh,P-64549526
T2366,ORD,PHL,22-02-2021,8,62.26,Jay,Singh,P-64549526
C2750,ATL,FLL,10-03-2021,5,337.74,Russell,Constantine,H-44102824
G2971,ORD,MIA,07-11-2020,6,245.93,Billy,Kohli,J-42970426
Z2357,ATL,MSP,29-05-2021,10,284.21,Phil,Singh,D-61495909
C2888,DFW,FLL,02-12-2020,8,124.05,Robert,Banner,U-49850866
Y2161,DEN,PHL,01-11-2020,8,425.69,Jay,Singh,P-64549526
F2838,LAX,IAH,03-05-2021,1,288.04,Phil,Hawkins,R-68106487
C2386,DEN,PHX,24-09-2021,1,408.47,Jay,Singh,P-64549526
J2465,LAX,DTW,26-07-2021,2,413.94,Jay,Singh,P-64549526
C2386,ORD,BOS,10-12-2020,5,437.51,Billy,Kohli,J-42970426
C2990,SFO,BOS,26-08-2021,2,236.85,Jay,Singh,P-64549526
N2252,ORD,EWR,16-11-2020,1,110.75,Billy,Kohli,J-42970426
F2838,SEA,DTW,04-12-2020,7,420.23,Heather,Singh,S-26384273
Z2357,SEA,EWR,16-01-2021,3,289.45,Phil,Singh,D-61495909
C2990,LAX,BOS,30-03-2021,8,115.65,Robert,Banner,U-49850866
T2366,LAX,EWR,01-01-2021,7,451.26,Heather,Singh,S-26384273
C2888,JFK,PHL,29-05-2021,1,298.99,Jay,Singh,P-64549526
A2975,MCO,PHL,25-11-2020,5,125.14,Billy,Kohli,J-42970426
T2366,ATL,CLT,11-06-2021,1,106.91,Russell,Constantine,H-44102824
A2975,DFW,BOS,22-03-2021,5,223.29,Phil,Singh,D-61495909
C2990,SFO,PHL,22-09-2021,4,67.72,Heather,Singh,S-26384273
N2252,LAS,MSP,14-06-2021,10,329.63,Billy,Kohli,J-42970426
S2869,ATL,MIA,31-08-2021,8,426.13,Phil,Hawkins,R-68106487
C2888,JFK,PHX,10-09-2021,5,86.49,Jay,Singh,P-64549526
T2366,SEA,MSP,03-06-2021,4,140.82,Phil,Hawkins,R-68106487
H3059,SEA,DTW,19-12-2020,10,99.16,Phil,Hawkins,R-68106487
S2869,ATL,PHL,27-10-2020,5,153.5,Russell,Constantine,H-44102824
T2366,DEN,DTW,27-06-2021,7,253.17,Billy,Kohli,J-42970426
T2335,DEN,DTW,13-01-2021,3,203.1,Jay,Singh,P-64549526
R2852,SFO,DTW,04-05-2021,2,215.42,Phil,Hawkins,R-68106487
R2852,ATL,EWR,23-09-2021,4,422.79,Billy,Kohli,J-42970426
N2252,ORD,BOS,25-04-2021,5,372.61,Russell,Constantine,H-44102824
C2896,DFW,PHX,18-05-2021,2,293.7,Russell,Constantine,H-44102824
N2252,DFW,BOS,09-04-2021,10,402.77,Phil,Hawkins,R-68106487
S2869,SFO,CLT,26-12-2020,1,361.14,Phil,Singh,D-61495909
O2378,JFK,PHX,11-07-2021,6,486.77,Jay,Singh,P-64549526
S2869,ATL,BOS,30-04-2021,9,444.36,Mary,Singh,A-69169562
C2896,MCO,PHX,18-09-2021,9,202.11,Phil,Hawkins,R-68106487
C2888,DFW,PHX,15-10-2020,1,341.67,Mary,Singh,A-69169562
C2888,DEN,EWR,25-01-2021,5,174.95,Russell,Constantine,H-44102824
O2349,DEN,FLL,21-12-2020,8,474.62,Billy,Kohli,J-42970426
T2335,ATL,PHL,13-07-2021,8,116.81,Robert,Banner,U-49850866
J2465,LAS,PHX,17-05-2021,3,203.27,Robert,Banner,U-49850866
P2752,LAS,MSP,16-09-2021,8,342.8,Heather,Singh,S-26384273
O2349,ATL,DTW,16-08-2021,8,171.49,Robert,Banner,U-49850866
J2465,ORD,FLL,29-07-2021,10,100.1,Mary,Singh,A-69169562
P2752,MCO,EWR,22-08-2021,2,491.9,Russell,Constantine,H-44102824
T2366,SFO,MSP,25-11-2020,3,139.18,Heather,Singh,S-26384273
C2750,SFO,IAH,07-10-2020,8,470.07,Phil,Singh,D-61495909
N2252,JFK,BOS,21-08-2021,5,390.93,Billy,Kohli,J-42970426
R2852,LAS,MIA,23-07-2021,9,104.73,Heather,Singh,S-26384273
Y2161,MCO,MIA,13-01-2021,9,345.05,Russell,Constantine,H-44102824
A2975,MCO,MSP,24-09-2021,10,493.32,Billy,Kohli,J-42970426
C2888,ATL,EWR,03-02-2021,4,436.46,Robert,Banner,U-49850866
Z2357,LAX,MSP,11-02-2021,10,205.8,Billy,Kohli,J-42970426
H3059,JFK,MIA,06-05-2021,10,89.72,Robert,Banner,U-49850866
P2752,SEA,PHX,27-09-2021,1,189.86,Russell,Constantine,H-44102824
A2975,LAX,MIA,16-08-2021,5,433.5,Jay,Singh,P-64549526
O2349,MCO,BOS,22-11-2020,9,496.25,Heather,Singh,S-26384273
N2252,ATL,PHL,12-08-2021,8,72.87,Billy,Kohli,J-42970426
C2750,ATL,MIA,14-03-2021,7,299.63,Billy,Kohli,J-42970426
C2896,ORD,IAH,29-01-2021,5,423.86,Robert,Banner,U-49850866
T2366,LAS,FLL,04-12-2020,8,298.06,Robert,Banner,U-49850866
R2852,MCO,FLL,23-04-2021,1,199.68,Heather,Singh,S-26384273
G2971,JFK,BOS,27-11-2020,3,463.85,Jay,Singh,P-64549526
G2971,ATL,MIA,05-12-2020,9,107.5,Billy,Kohli,J-42970426
C2990,SEA,BOS,29-10-2020,8,457.31,Billy,Kohli,J-42970426
Y2161,SFO,PHX,01-06-2021,3,335.2,Robert,Banner,U-49850866
C2896,DFW,BOS,05-05-2021,4,246.71,Robert,Banner,U-49850866
J2465,JFK,PHX,13-12-2020,6,335.69,Robert,Banner,U-49850866
O2349,ATL,FLL,20-04-2021,4,95.88,Phil,Singh,D-61495909
F2838,ORD,BOS,21-08-2021,3,132.71,Heather,Singh,S-26384273
C2750,LAS,EWR,23-07-2021,2,380.66,Billy,Kohli,J-42970426
C2888,SFO,IAH,20-09-2021,6,384.51,Billy,Kohli,J-42970426
T2335,ORD,EWR,05-10-2021,3,177.33,Robert,Banner,U-49850866
T2335,DEN,EWR,03-02-2021,7,450.1,Billy,Kohli,J-42970426
Y2161,DEN,PHX,22-08-2021,7,429.26,Russell,Constantine,H-44102824
C2990,JFK,DTW,09-12-2020,10,94.79,Mary,Singh,A-69169562
O2349,ORD,PHL,19-07-2021,1,118.96,Jay,Singh,P-64549526
S2869,DEN,BOS,22-03-2021,10,498.7,Jay,Singh,P-64549526
O2349,SEA,CLT,23-05-2021,1,270.55,Billy,Kohli,J-42970426
J2465,MCO,FLL,18-06-2021,6,119.91,Russell,Constantine,H-44102824
T2335,ATL,FLL,01-04-2021,6,240.95,Phil,Hawkins,R-68106487
C2990,LAS,BOS,28-03-2021,3,252.17,Jay,Singh,P-64549526
C2750,SEA,MIA,23-10-2020,7,390.03,Phil,Singh,D-61495909
H3059,LAX,PHL,26-04-2021,4,270.39,Mary,Singh,A-69169562
C2896,DEN,MSP,06-02-2021,2,277.21,Robert,Banner,U-49850866
Y2161,ATL,PHL,04-02-2021,3,443.92,Phil,Hawkins,R-68106487
Y2161,JFK,PHL,16-02-2021,3,119.98,Mary,Singh,A-69169562
G2971,ATL,PHL,23-06-2021,5,99.01,Jay,Singh,P-64549526
J2465,DFW,BOS,12-07-2021,8,398.91,Phil,Hawkins,R-68106487
T2335,DEN,PHX,29-05-2021,8,168.14,Heather,Singh,S-26384273
P2752,SFO,PHX,11-06-2021,5,316.34,Russell,Constantine,H-44102824
O2378,MCO,EWR,29-05-2021,2,323.39,Phil,Singh,D-61495909
C2896,ATL,FLL,31-08-2021,10,343.55,Jay,Singh,P-64549526
N2252,MCO,IAH,04-04-2021,8,53.62,Russell,Constantine,H-44102824
S2869,JFK,IAH,25-06-2021,1,166.71,Mary,Singh,A-69169562
O2349,DFW,DTW,23-02-2021,9,436.49,Billy,Kohli,J-42970426
C2896,MCO,IAH,29-08-2021,7,65.68,Russell,Constantine,H-44102824
C2896,LAS,FLL,03-04-2021,8,109.66,Mary,Singh,A-69169562
C2386,SEA,PHX,17-02-2021,2,65.09,Heather,Singh,S-26384273
F2838,SFO,CLT,12-06-2021,2,414.5,Russell,Constantine,H-44102824
N2252,MCO,FLL,11-11-2020,8,203.45,Mary,Singh,A-69169562
H3059,DFW,BOS,18-08-2021,6,491.18,Phil,Hawkins,R-68106487
C2896,MCO,PHX,16-11-2020,1,147.06,Robert,Banner,U-49850866
P2752,DFW,BOS,20-03-2021,5,336.43,Robert,Banner,U-49850866
O2378,JFK,MSP,22-09-2021,5,495.63,Phil,Singh,D-61495909
C2990,SEA,MIA,10-12-2020,10,444.89,Mary,Singh,A-69169562
R2852,DFW,IAH,12-12-2020,9,437.42,Billy,Kohli,J-42970426
H3059,SEA,CLT,26-08-2021,10,190.95,Jay,Singh,P-64549526
T2335,SFO,MSP,20-12-2020,5,444.52,Phil,Singh,D-61495909
C2990,LAS,MSP,08-08-2021,8,165.85,Phil,Singh,D-61495909
O2378,MCO,MSP,09-09-2021,8,387.05,Robert,Banner,U-49850866
J2465,JFK,PHL,22-02-2021,2,423.68,Billy,Kohli,J-42970426
H3059,LAS,MSP,22-08-2021,10,499.99,Heather,Singh,S-26384273
J2465,DEN,FLL,01-02-2021,6,404.73,Phil,Singh,D-61495909
C2888,DFW,DTW,19-09-2021,3,279.25,Billy,Kohli,J-42970426
G2971,ORD,DTW,04-08-2021,7,168.35,Robert,Banner,U-49850866
J2465,MCO,PHX,27-09-2021,1,177.85,Robert,Banner,U-49850866
Y2161,LAS,MSP,09-05-2021,4,103.69,Jay,Singh,P-64549526
C2750,MCO,EWR,13-10-2020,2,372.91,Billy,Kohli,J-42970426
C2750,DEN,MIA,14-11-2020,5,158.53,Jay,Singh,P-64549526
J2465,LAX,FLL,27-07-2021,5,103.89,Russell,Constantine,H-44102824
T2366,JFK,PHL,31-03-2021,7,316.75,Russell,Constantine,H-44102824
P2752,MCO,EWR,10-04-2021,10,71.18,Mary,Singh,A-69169562
A2975,ATL,PHX,21-11-2020,7,63.83,Billy,Kohli,J-42970426
Y2161,DFW,BOS,01-12-2020,10,300.63,Russell,Constantine,H-44102824
C2896,DEN,DTW,15-11-2020,8,471.23,Heather,Singh,S-26384273
S2869,DFW,FLL,17-07-2021,10,131.58,Russell,Constantine,H-44102824
C2386,ORD,EWR,02-03-2021,3,201.15,Robert,Banner,U-49850866
O2349,LAX,BOS,14-04-2021,1,152.56,Heather,Singh,S-26384273
J2465,ORD,IAH,09-05-2021,7,78.96,Billy,Kohli,J-42970426
O2349,LAX,MSP,17-05-2021,3,447.84,Phil,Singh,D-61495909
O2349,MCO,DTW,16-12-2020,10,388.14,Phil,Singh,D-61495909
T2335,DEN,EWR,23-12-2020,9,349.68,Phil,Hawkins,R-68106487
H3059,SFO,FLL,25-03-2021,5,63.6,Robert,Banner,U-49850866
C2990,LAX,MIA,30-08-2021,4,464.28,Jay,Singh,P-64549526
R2852,ORD,FLL,06-08-2021,5,488.84,Phil,Hawkins,R-68106487
H3059,LAX,PHL,19-10-2020,8,91.07,Robert,Banner,U-49850866
T2366,SFO,EWR,21-11-2020,2,331.32,Jay,Singh,P-64549526
F2838,ATL,PHX,06-02-2021,7,313.05,Russell,Constantine,H-44102824
Z2357,LAS,IAH,25-11-2020,2,187.65,Jay,Singh,P-64549526
S2869,SEA,EWR,13-09-2021,6,425.24,Robert,Banner,U-49850866
C2750,SFO,PHL,10-03-2021,6,108.47,Heather,Singh,S-26384273
F2838,SEA,CLT,24-01-2021,8,223.84,Russell,Constantine,H-44102824
A2975,LAX,IAH,11-05-2021,3,387.1,Heather,Singh,S-26384273
O2349,SEA,EWR,30-01-2021,9,361.25,Phil,Singh,D-61495909
A2975,SEA,EWR,05-06-2021,2,192.16,Robert,Banner,U-49850866
P2752,SFO,FLL,24-03-2021,8,294.98,Robert,Banner,U-49850866
S2869,SFO,MSP,11-09-2021,10,131.36,Billy,Kohli,J-42970426
N2252,ORD,PHX,12-05-2021,6,89.63,Phil,Singh,D-61495909
N2252,ORD,PHL,10-07-2021,9,263.81,Mary,Singh,A-69169562
J2465,LAX,BOS,05-04-2021,4,367.6,Billy,Kohli,J-42970426
J2465,DEN,MIA,31-05-2021,10,349.64,Phil,Hawkins,R-68106487
Z2357,DEN,PHL,22-08-2021,6,78.38,Phil,Hawkins,R-68106487
Z2357,SFO,BOS,10-03-2021,7,411.2,Russell,Constantine,H-44102824
N2252,LAS,PHL,13-04-2021,10,223.39,Phil,Singh,D-61495909
C2896,SEA,IAH,10-06-2021,10,53.91,Heather,Singh,S-26384273
G2971,MCO,MIA,13-09-2021,7,431.25,Heather,Singh,S-26384273
T2366,SFO,PHX,13-06-2021,8,180.03,Mary,Singh,A-69169562
T2335,MCO,PHL,19-10-2020,6,135.88,Robert,Banner,U-49850866
C2888,LAS,CLT,17-04-2021,10,383.74,Jay,Singh,P-64549526
P2752,JFK,MSP,13-12-2020,9,74.65,Billy,Kohli,J-42970426
Y2161,JFK,IAH,19-04-2021,2,84.34,Billy,Kohli,J-42970426
C2386,LAX,MIA,05-08-2021,1,109.27,Phil,Singh,D-61495909
T2335,DFW,DTW,17-02-2021,4,354.41,Billy,Kohli,J-42970426
O2378,LAS,MSP,26-09-2021,2,324.53,Phil,Hawkins,R-68106487
A2975,DFW,EWR,09-12-2020,1,366.1,Heather,Singh,S-26384273
C2888,SFO,PHX,24-01-2021,1,123.32,Jay,Singh,P-64549526
G2971,DFW,MSP,14-03-2021,6,156.96,Jay,Singh,P-64549526
O2378,SFO,BOS,05-04-2021,6,495.2,Jay,Singh,P-64549526
O2378,LAS,MSP,26-02-2021,1,165.81,Russell,Constantine,H-44102824
R2852,LAS,MIA,01-10-2021,10,133.07,Mary,Singh,A-69169562
N2252,ORD,IAH,03-10-2021,5,52.15,Jay,Singh,P-64549526
O2378,LAS,BOS,15-12-2020,5,466.03,Phil,Hawkins,R-68106487
T2366,ORD,FLL,10-07-2021,3,183.21,Robert,Banner,U-49850866
O2349,ATL,IAH,27-08-2021,2,452.12,Mary,Singh,A-69169562
T2335,DEN,BOS,17-02-2021,2,132.6,Jay,Singh,P-64549526
O2378,JFK,EWR,19-04-2021,6,471.54,Phil,Singh,D-61495909
G2971,DEN,DTW,08-09-2021,4,149.22,Mary,Singh,A-69169562
C2990,ORD,CLT,09-10-2020,2,465.7,Billy,Kohli,J-42970426
J2465,ORD,PHX,10-01-2021,10,409.05,Phil,Hawkins,R-68106487
R2852,LAX,FLL,23-02-2021,10,182.41,Billy,Kohli,J-42970426
T2335,JFK,BOS,25-07-2021,9,307.22,Jay,Singh,P-64549526
R2852,DFW,PHL,23-09-2021,7,297.55,Heather,Singh,S-26384273
A2975,DEN,FLL,16-10-2020,6,415.53,Robert,Banner,U-49850866
J2465,LAS,DTW,01-02-2021,7,219.59,Phil,Hawkins,R-68106487
G2971,LAX,CLT,17-11-2020,10,487.97,Robert,Banner,U-49850866
R2852,JFK,EWR,03-08-2021,8,104.13,Billy,Kohli,J-42970426
C2888,ATL,DTW,21-06-2021,1,361,Robert,Banner,U-49850866
O2378,ATL,MIA,31-01-2021,4,232.15,Mary,Singh,A-69169562
C2896,MCO,EWR,26-05-2021,6,416.5,Mary,Singh,A-69169562
H3059,ATL,BOS,03-09-2021,3,175.7,Mary,Singh,A-69169562
A2975,DFW,MSP,08-05-2021,7,109.63,Robert,Banner,U-49850866
P2752,JFK,MSP,15-12-2020,10,343.77,Phil,Hawkins,R-68106487
C2896,ATL,BOS,10-11-2020,10,283.33,Phil,Singh,D-61495909
Y2161,ORD,MSP,16-08-2021,8,438.86,Billy,Kohli,J-42970426
N2252,SFO,DTW,08-01-2021,8,180.17,Mary,Singh,A-69169562
C2750,DEN,CLT,19-02-2021,8,275.74,Mary,Singh,A-69169562
C2750,LAX,MIA,18-10-2020,9,102.31,Jay,Singh,P-64549526
T2335,ORD,CLT,23-01-2021,6,452.9,Phil,Hawkins,R-68106487
F2838,LAS,CLT,01-12-2020,4,422.56,Robert,Banner,U-49850866
H3059,JFK,FLL,13-10-2020,4,294.51,Phil,Singh,D-61495909
T2366,JFK,PHL,23-11-2020,1,197.8,Phil,Hawkins,R-68106487
G2971,MCO,FLL,09-09-2021,2,337.8,Heather,Singh,S-26384273
C2990,DFW,PHX,24-12-2020,9,387.22,Robert,Banner,U-49850866
C2888,LAX,EWR,12-02-2021,5,169.47,Phil,Singh,D-61495909
N2252,DFW,MIA,28-12-2020,4,311.37,Phil,Singh,D-61495909
S2869,LAX,FLL,19-10-2020,5,108.89,Jay,Singh,P-64549526
C2386,ATL,IAH,18-05-2021,6,275.3,Heather,Singh,S-26384273
C2990,LAS,CLT,06-11-2020,7,91.54,Robert,Banner,U-49850866
C2896,DEN,IAH,30-11-2020,2,418.21,Jay,Singh,P-64549526
O2378,JFK,DTW,16-11-2020,1,267.84,Russell,Constantine,H-44102824
P2752,LAX,CLT,04-12-2020,9,89.57,Phil,Singh,D-61495909
G2971,JFK,PHX,31-01-2021,2,53.23,Billy,Kohli,J-42970426
R2852,ORD,BOS,11-01-2021,4,417.3,Robert,Banner,U-49850866
A2975,DFW,BOS,26-12-2020,4,338.4,Mary,Singh,A-69169562
O2349,JFK,PHX,19-10-2020,10,223.44,Robert,Banner,U-49850866
N2252,LAX,MSP,10-05-2021,3,491.38,Mary,Singh,A-69169562
C2896,MCO,PHX,22-06-2021,8,58.35,Russell,Constantine,H-44102824
N2252,ORD,EWR,30-07-2021,3,342.84,Billy,Kohli,J-42970426
R2852,MCO,IAH,18-05-2021,1,494.3,Robert,Banner,U-49850866
G2971,LAX,BOS,05-04-2021,8,329.86,Phil,Hawkins,R-68106487
C2386,LAX,MSP,11-10-2020,5,120.59,Mary,Singh,A-69169562
H3059,SEA,IAH,06-08-2021,4,356.28,Robert,Banner,U-49850866
O2378,SFO,MSP,16-12-2020,1,482.43,Robert,Banner,U-49850866
O2349,MCO,CLT,28-04-2021,4,108.18,Jay,Singh,P-64549526
C2888,ATL,PHX,31-03-2021,1,478.49,Heather,Singh,S-26384273
F2838,DEN,BOS,04-06-2021,1,197.03,Phil,Singh,D-61495909
C2750,MCO,EWR,12-12-2020,9,206,Jay,Singh,P-64549526
C2896,ATL,FLL,12-08-2021,9,259.81,Jay,Singh,P-64549526
C2750,SFO,EWR,19-07-2021,2,201.76,Russell,Constantine,H-44102824
C2888,LAS,PHX,06-07-2021,6,219.54,Robert,Banner,U-49850866
H3059,ATL,DTW,17-03-2021,7,300.06,Robert,Banner,U-49850866
R2852,MCO,MIA,15-08-2021,2,291.72,Robert,Banner,U-49850866
C2990,DFW,FLL,15-11-2020,4,249.89,Phil,Hawkins,R-68106487
A2975,JFK,BOS,29-07-2021,1,224.9,Mary,Singh,A-69169562
C2896,LAX,CLT,19-07-2021,6,390.96,Mary,Singh,A-69169562
R2852,SEA,EWR,18-08-2021,3,175.03,Jay,Singh,P-64549526
O2349,DFW,FLL,22-08-2021,4,354.57,Russell,Constantine,H-44102824
Z2357,LAX,IAH,27-07-2021,10,276.86,Mary,Singh,A-69169562
T2335,DFW,IAH,27-07-2021,3,403.35,Heather,Singh,S-26384273
N2252,SEA,PHL,03-12-2020,3,336,Russell,Constantine,H-44102824
O2349,JFK,PHL,06-08-2021,4,378.21,Phil,Singh,D-61495909
C2888,LAX,MIA,20-03-2021,2,161.15,Heather,Singh,S-26384273
C2896,JFK,PHL,14-05-2021,9,431.49,Billy,Kohli,J-42970426
A2975,DFW,PHL,15-07-2021,2,425.18,Russell,Constantine,H-44102824
C2990,JFK,PHX,14-11-2020,6,214.79,Phil,Singh,D-61495909
S2869,JFK,IAH,22-11-2020,8,89.65,Jay,Singh,P-64549526
S2869,LAS,CLT,17-11-2020,10,304.5,Billy,Kohli,J-42970426
T2335,LAX,EWR,20-06-2021,9,97.48,Russell,Constantine,H-44102824
T2366,MCO,BOS,22-02-2021,10,361.9,Mary,Singh,A-69169562
P2752,SFO,FLL,12-08-2021,8,416.12,Phil,Singh,D-61495909
T2366,DEN,IAH,26-02-2021,8,211.1,Heather,Singh,S-26384273
N2252,SFO,MIA,16-01-2021,1,270.97,Phil,Hawkins,R-68106487
C2386,ATL,DTW,06-01-2021,4,303.29,Robert,Banner,U-49850866
J2465,SFO,EWR,27-08-2021,2,455.46,Mary,Singh,A-69169562
J2465,DFW,EWR,14-01-2021,1,84.25,Phil,Hawkins,R-68106487
O2378,ATL,EWR,11-02-2021,2,126.3,Heather,Singh,S-26384273
T2335,LAS,DTW,31-07-2021,6,183.01,Heather,Singh,S-26384273
Z2357,SEA,DTW,29-05-2021,10,399.47,Mary,Singh,A-69169562
P2752,LAX,BOS,25-10-2020,8,127.36,Billy,Kohli,J-42970426
O2378,MCO,MIA,09-04-2021,3,178.37,Billy,Kohli,J-42970426
P2752,DEN,MSP,24-08-2021,6,307.48,Billy,Kohli,J-42970426
Z2357,DEN,MIA,07-02-2021,3,339.06,Billy,Kohli,J-42970426
Y2161,JFK,PHX,19-07-2021,4,116.53,Mary,Singh,A-69169562
C2896,LAX,PHL,24-12-2020,6,360.12,Jay,Singh,P-64549526
J2465,DEN,PHL,20-05-2021,8,388.38,Mary,Singh,A-69169562
Y2161,MCO,IAH,24-08-2021,3,180.96,Phil,Singh,D-61495909
A2975,ORD,PHL,28-12-2020,9,278.56,Jay,Singh,P-64549526
T2335,ORD,MIA,16-07-2021,2,360.16,Jay,Singh,P-64549526
C2750,SFO,IAH,23-04-2021,2,192.16,Heather,Singh,S-26384273
A2975,LAS,IAH,23-07-2021,1,244.28,Mary,Singh,A-69169562
H3059,LAX,MSP,28-03-2021,2,344.86,Russell,Constantine,H-44102824
P2752,MCO,EWR,21-09-2021,4,79.41,Jay,Singh,P-64549526
G2971,JFK,PHX,27-05-2021,8,118.31,Heather,Singh,S-26384273
N2252,MCO,EWR,05-04-2021,6,431.86,Billy,Kohli,J-42970426
O2349,ATL,MSP,03-04-2021,5,208.83,Jay,Singh,P-64549526
C2990,MCO,EWR,13-08-2021,3,59.42,Russell,Constantine,H-44102824
Y2161,DEN,FLL,23-10-2020,10,362.68,Mary,Singh,A-69169562
O2349,LAX,EWR,05-03-2021,2,198.54,Russell,Constantine,H-44102824
N2252,MCO,MSP,11-05-2021,9,355,Heather,Singh,S-26384273
T2335,MCO,FLL,13-12-2020,3,439.48,Heather,Singh,S-26384273
O2378,ATL,EWR,04-10-2021,9,112.91,Jay,Singh,P-64549526
T2366,JFK,CLT,27-11-2020,1,408.5,Phil,Singh,D-61495909
O2349,LAS,FLL,28-03-2021,1,366.81,Robert,Banner,U-49850866
N2252,ORD,IAH,26-08-2021,2,278.72,Heather,Singh,S-26384273
S2869,MCO,CLT,17-09-2021,10,138.11,Jay,Singh,P-64549526
N2252,JFK,FLL,05-09-2021,1,380.64,Robert,Banner,U-49850866
G2971,JFK,PHL,20-05-2021,7,67.62,Robert,Banner,U-49850866
O2378,DFW,PHL,22-06-2021,2,181.15,Russell,Constantine,H-44102824
C2990,MCO,FLL,20-04-2021,10,346.92,Mary,Singh,A-69169562
C2896,JFK,MIA,31-12-2020,1,352.58,Mary,Singh,A-69169562
O2378,LAX,MIA,16-12-2020,2,98.25,Russell,Constantine,H-44102824
H3059,DFW,EWR,14-05-2021,4,138.42,Phil,Singh,D-61495909
C2896,DFW,FLL,01-08-2021,8,330.35,Phil,Hawkins,R-68106487
R2852,DEN,IAH,09-07-2021,9,197.56,Billy,Kohli,J-42970426
Y2161,SEA,MSP,16-06-2021,6,244.71,Phil,Singh,D-61495909
F2838,DFW,MSP,26-10-2020,10,181.49,Billy,Kohli,J-42970426
T2335,LAX,MIA,29-07-2021,1,50.8,Mary,Singh,A-69169562
Z2357,ATL,MSP,29-05-2021,7,406.79,Jay,Singh,P-64549526
G2971,ATL,CLT,04-11-2020,9,439.86,Phil,Singh,D-61495909
F2838,ATL,MIA,24-05-2021,2,448.33,Phil,Hawkins,R-68106487
F2838,DEN,MSP,22-10-2020,6,179.78,Phil,Hawkins,R-68106487
Y2161,ORD,IAH,14-08-2021,10,182.16,Robert,Banner,U-49850866
S2869,MCO,PHL,26-12-2020,1,55.14,Phil,Singh,D-61495909
F2838,LAS,FLL,31-07-2021,10,91.4,Mary,Singh,A-69169562
C2888,DFW,MIA,28-07-2021,7,406.85,Jay,Singh,P-64549526
Z2357,JFK,MIA,17-01-2021,8,131.99,Billy,Kohli,J-42970426
Z2357,JFK,PHL,24-11-2020,3,249.94,Jay,Singh,P-64549526
C2386,SEA,PHX,27-03-2021,3,444.03,Phil,Singh,D-61495909
C2750,LAS,MSP,14-07-2021,1,83.68,Heather,Singh,S-26384273
G2971,DFW,CLT,27-04-2021,10,229.05,Russell,Constantine,H-44102824
G2971,MCO,PHX,25-03-2021,5,94.5,Mary,Singh,A-69169562
A2975,DFW,FLL,18-02-2021,7,130.34,Heather,Singh,S-26384273
S2869,ORD,BOS,13-03-2021,1,79.8,Robert,Banner,U-49850866
Z2357,DEN,MSP,10-01-2021,8,491.6,Jay,Singh,P-64549526
F2838,DFW,MIA,12-09-2021,9,245.82,Phil,Hawkins,R-68106487
J2465,JFK,PHX,21-10-2020,4,91.42,Phil,Singh,D-61495909
S2869,SFO,CLT,10-12-2020,5,210.75,Phil,Singh,D-61495909
S2869,SFO,MSP,21-01-2021,3,434.05,Heather,Singh,S-26384273
O2349,DEN,MSP,06-09-2021,7,458.98,Russell,Constantine,H-44102824
Z2357,JFK,PHX,04-05-2021,3,490.11,Robert,Banner,U-49850866
T2335,DEN,MIA,23-11-2020,2,271.59,Billy,Kohli,J-42970426
N2252,DFW,MIA,07-11-2020,1,217.74,Robert,Banner,U-49850866
T2335,ATL,MIA,07-09-2021,7,87.82,Heather,Singh,S-26384273
O2349,LAX,MIA,30-03-2021,1,287.13,Billy,Kohli,J-42970426
A2975,ATL,FLL,17-03-2021,3,291.4,Russell,Constantine,H-44102824
C2888,JFK,CLT,16-02-2021,1,472.28,Heather,Singh,S-26384273
S2869,ATL,MSP,24-02-2021,2,375.14,Phil,Singh,D-61495909
N2252,LAS,PHX,31-05-2021,10,157.21,Robert,Banner,U-49850866
R2852,LAX,FLL,31-12-2020,7,133.7,Phil,Hawkins,R-68106487
T2335,ATL,PHL,20-04-2021,9,375.62,Robert,Banner,U-49850866
J2465,ORD,IAH,10-03-2021,6,216.55,Mary,Singh,A-69169562
C2990,ORD,DTW,21-12-2020,5,52.66,Robert,Banner,U-49850866
O2349,JFK,BOS,03-03-2021,5,78.06,Phil,Hawkins,R-68106487
C2896,MCO,CLT,02-06-2021,10,67.01,Russell,Constantine,H-44102824
C2888,DEN,DTW,24-03-2021,2,387.17,Heather,Singh,S-26384273
N2252,SEA,PHL,23-04-2021,3,482.85,Robert,Banner,U-49850866
O2349,MCO,BOS,26-02-2021,10,437.77,Phil,Singh,D-61495909
Z2357,ORD,PHL,27-12-2020,6,106.55,Heather,Singh,S-26384273
F2838,ATL,DTW,16-06-2021,1,418.83,Heather,Singh,S-26384273
P2752,SFO,CLT,16-07-2021,2,124.19,Russell,Constantine,H-44102824
T2366,ATL,EWR,16-11-2020,6,260.83,Jay,Singh,P-64549526
C2896,SFO,BOS,24-04-2021,3,298.24,Heather,Singh,S-26384273
P2752,LAX,CLT,11-06-2021,3,431.28,Russell,Constantine,H-44102824
C2896,MCO,FLL,28-12-2020,10,107.34,Mary,Singh,A-69169562
N2252,ORD,IAH,18-10-2020,3,276.48,Heather,Singh,S-26384273
G2971,DFW,PHX,01-01-2021,3,226.03,Robert,Banner,U-49850866
G2971,DEN,PHX,19-07-2021,9,127.02,Billy,Kohli,J-42970426
Y2161,LAS,MIA,13-01-2021,1,255.97,Phil,Hawkins,R-68106487
